board,company,title,location,url,source,ats,id,pay,benchmark
yourator,WebComm 偉康科技,數據工程師 Data Engineer,臺北市,https://www.yourator.co/companies/WebComm/jobs/21459,yourator,sqlite,21459,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,WebComm 偉康科技,資安產品工程師 Cybersecurity Product Engineer,臺北市,https://www.yourator.co/companies/WebComm/jobs/42166,yourator,sqlite,42166,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,WebComm 偉康科技,資深研發工程師 Senior Software Developer,臺北市,https://www.yourator.co/companies/WebComm/jobs/46916,yourator,sqlite,46916,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,WebComm 偉康科技,資深系統工程師 Senior System Engineer,臺北市,https://www.yourator.co/companies/WebComm/jobs/42167,yourator,sqlite,42167,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,WiSING 緯詠智能,AI Engineer AI 工程師,臺北市,https://www.yourator.co/companies/wising/jobs/47338,yourator,sqlite,47338,"NT$ 50,000 - 80,000 (月薪)","market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)"
yourator,awoo,品牌社群與口碑行銷主管（AI SEO）（台北辦公室）,臺北市,https://www.yourator.co/companies/awoo/jobs/48067,yourator,sqlite,48067,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,dentall 台灣牙 e 通,軟體測試工程師,臺北市,https://www.yourator.co/companies/dentaltw/jobs/10457,yourator,sqlite,10457,"NT$ 35,000 - 50,000 (月薪)",market: no benchmark for this role family
yourator,familypet,前端工程師,臺北市,https://www.yourator.co/companies/familypet/jobs/43756,yourator,sqlite,43756,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,familypet,後端工程師,臺北市,https://www.yourator.co/companies/familypet/jobs/43758,yourator,sqlite,43758,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,familypet,資深前端工程師,臺北市,https://www.yourator.co/companies/familypet/jobs/43757,yourator,sqlite,43757,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,familypet,資深後端工程師,臺北市,https://www.yourator.co/companies/familypet/jobs/43759,yourator,sqlite,43759,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,上洋產業股份有限公司,Helpdesk 工程師 / MIS助理工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/40264,yourator,sqlite,40264,"NT$ 32,000 - (月薪)",market: no benchmark for this role family
yourator,上洋產業股份有限公司,MIS工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/39879,yourator,sqlite,39879,"NT$ 35,000 - 55,000 (月薪)",market: no benchmark for this role family
yourator,上洋產業股份有限公司,永續能源發展部工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/40985,yourator,sqlite,40985,"NT$ 50,000 - (月薪)",market: no benchmark for this role family
yourator,上洋產業股份有限公司,物聯控制維運工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/39883,yourator,sqlite,39883,"NT$ 38,000 - 42,000 (月薪)",market: no benchmark for this role family
yourator,上洋股份有限公司,海外_技術服務工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/39836,yourator,sqlite,39836,"NT$ 45,000 - (月薪)",market: no benchmark for this role family
yourator,上洋股份有限公司,海外服務工程師,新北市,https://www.yourator.co/companies/upyoung/jobs/40712,yourator,sqlite,40712,"NT$ 45,000 - (月薪)",market: no benchmark for this role family
yourator,人工智能股份有限公司,[專案部] 軟體開發工程師 (Programmer),臺北市,https://www.yourator.co/companies/8d8a33fc/jobs/47384,yourator,sqlite,47384,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,人工智能股份有限公司,[專案部]系統分析師(System Analyst)~加入Ai3，成為專案成功的關鍵推手(專案客戶以大型企業與政府機關為主),臺北市,https://www.yourator.co/companies/8d8a33fc/jobs/47377,yourator,sqlite,47377,面議（經常性薪資達4萬元）,"market: ~NT$60,000-90,000/month for analyst roles in Taipei"
yourator,人工智能股份有限公司,[技術服務]駐點工程師(公務機關),新北市,https://www.yourator.co/companies/8d8a33fc/jobs/47379,yourator,sqlite,47379,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,人工智能股份有限公司,[金融資訊-專案部] 軟體開發工程師 (Programmer),臺北市,https://www.yourator.co/companies/8d8a33fc/jobs/47383,yourator,sqlite,47383,"NT$ 34,000 - 45,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,A0237 伺服器硬體研發工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47213,yourator,sqlite,47213,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,A0305 IPC機構設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46998,yourator,sqlite,46998,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,A0306 Edge Server機構散熱設計主任/高級工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47143,yourator,sqlite,47143,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,A0612 伺服器研發高級專案工程師/PJE (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47214,yourator,sqlite,47214,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,AI Agent 應用開發工程師 (伺服器設計輔助系統)(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47173,yourator,sqlite,47173,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,AI數位應用開發工程師/主任工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47189,yourator,sqlite,47189,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,ATE Test Engineer,臺北市,https://www.yourator.co/companies/compal/jobs/47013,yourator,sqlite,47013,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,D1617 土建工程監工人員(工程師),臺北市,https://www.yourator.co/companies/compal/jobs/47026,yourator,sqlite,47026,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,Diag Development Engineer(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47226,yourator,sqlite,47226,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,Firmware Integration Engineer / Test Script Developer,臺北市,https://www.yourator.co/companies/compal/jobs/47012,yourator,sqlite,47012,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,IOT/網通 IPQC工程師 - TWPF3801,桃園市,https://www.yourator.co/companies/compal/jobs/47180,yourator,sqlite,47180,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,IOT產品工程師PE-EE (平鎮) - TWPF3901,桃園市,https://www.yourator.co/companies/compal/jobs/47155,yourator,sqlite,47155,"NT$ 38,000 - (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,MES工程師/課級主管(平鎮/楊梅) - TWPI2501,桃園市,https://www.yourator.co/companies/compal/jobs/47157,yourator,sqlite,47157,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,MFG & Design Test Infra Development Engineer(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47228,yourator,sqlite,47228,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,NB IE工程師 (平鎮) - TWPF4502,桃園市,https://www.yourator.co/companies/compal/jobs/47107,yourator,sqlite,47107,"NT$ 38,000 - (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,NB/伺服器 訊號模擬SI工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47145,yourator,sqlite,47145,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,NB結構分析工程師(內湖) - TWPR1501,臺北市,https://www.yourator.co/companies/compal/jobs/47202,yourator,sqlite,47202,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,NB聲學工程師/高級工程師(內湖) - TWPR1904,臺北市,https://www.yourator.co/companies/compal/jobs/47232,yourator,sqlite,47232,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,NPI Project Engineer,臺北市,https://www.yourator.co/companies/compal/jobs/47014,yourator,sqlite,47014,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,PA0202 NB硬體設計工程師/高級工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46955,yourator,sqlite,46955,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0212 伺服器硬體設計工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46963,yourator,sqlite,46963,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0213 伺服器硬體設計工程師_FPGA(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47003,yourator,sqlite,47003,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0214 伺服器硬體設計工程師/高級工程師(林口),新北市,https://www.yourator.co/companies/compal/jobs/47028,yourator,sqlite,47028,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0258 伺服器 Layout 工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47129,yourator,sqlite,47129,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0305 NB機構設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47052,yourator,sqlite,47052,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0305 NB機構設計工程師(平鎮),桃園市,https://www.yourator.co/companies/compal/jobs/47064,yourator,sqlite,47064,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0306 伺服器機構設計工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46961,yourator,sqlite,46961,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0323 伺服器包裝設計工程師/高級工程師 (平鎮/內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46995,yourator,sqlite,46995,"NT$ 36,000 - 60,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0324 伺服器結構分析高級工程師 (內湖),桃園市,https://www.yourator.co/companies/compal/jobs/47001,yourator,sqlite,47001,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0406 車用電子嵌入式系統工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47048,yourator,sqlite,47048,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0407 車用電子嵌入式Linux工程師,臺北市,https://www.yourator.co/companies/compal/jobs/46965,yourator,sqlite,46965,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0411 伺服器BMC/IPMI 韌體工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46960,yourator,sqlite,46960,"NT$ 36,000 - 68,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0418 NB韌體工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47058,yourator,sqlite,47058,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0436 伺服器硬體輔助軟體開發工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46981,yourator,sqlite,46981,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0438 車用電子演算法部署與效能優化工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46984,yourator,sqlite,46984,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0441 IPC BIOS 開發工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47059,yourator,sqlite,47059,"NT$ 45,000 - (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0478 機器人軟體工程師(Robotics Software Engineer),臺北市,https://www.yourator.co/companies/compal/jobs/47036,yourator,sqlite,47036,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,PA0479 感測器融合工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47047,yourator,sqlite,47047,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0496 車用電子AI影像資料處理工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47120,yourator,sqlite,47120,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0503 車用電子軟體品質測試工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47089,yourator,sqlite,47089,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0601 NB專案工程師/高級專案工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47045,yourator,sqlite,47045,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0604 伺服器專案工程師/高級專案工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47081,yourator,sqlite,47081,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0621 智慧醫療產品_法規專案工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47211,yourator,sqlite,47211,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA0626 車用電子專案工程師/主管(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47196,yourator,sqlite,47196,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1403 NB軟體設計工程師-BIOS(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47007,yourator,sqlite,47007,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1406 NB軟體應用工程師/高級工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47057,yourator,sqlite,47057,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1430 影像演算法工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46971,yourator,sqlite,46971,"NT$ 38,000 - 60,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1448 專案工程師(RDPM)(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46974,yourator,sqlite,46974,"NT$ 30,000 - 60,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1452 軟體開發工程師/高級工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46969,yourator,sqlite,46969,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1466 AI/AOI軟體開發工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47182,yourator,sqlite,47182,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1490 AI軟體應用工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47156,yourator,sqlite,47156,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1495 初階前端與可視化工程師(AI協作開發),臺北市,https://www.yourator.co/companies/compal/jobs/47100,yourator,sqlite,47100,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1496 後端工程師(AI應用方向),臺北市,https://www.yourator.co/companies/compal/jobs/47101,yourator,sqlite,47101,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PA1497 AI機器學習工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47099,yourator,sqlite,47099,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0105 伺服器散熱Thermal工程師(內湖/平鎮),桃園市,https://www.yourator.co/companies/compal/jobs/46977,yourator,sqlite,46977,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0109 熱流Thermal 工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47056,yourator,sqlite,47056,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0123 伺服器噪音分析工程師(台北/平鎮),臺北市,https://www.yourator.co/companies/compal/jobs/47044,yourator,sqlite,47044,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0128 Server infrastructure 熱對策測試工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47086,yourator,sqlite,47086,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0218 RF認證工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47204,yourator,sqlite,47204,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0242 伺服器EE/CE 零件工程師(課級),臺北市,https://www.yourator.co/companies/compal/jobs/47033,yourator,sqlite,47033,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0305 環保事務工程師/高級工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47205,yourator,sqlite,47205,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0306 SAFETY安規工程師/高級工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47206,yourator,sqlite,47206,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0415 NB電源設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47080,yourator,sqlite,47080,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0553 AI機器學習工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47133,yourator,sqlite,47133,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0554 AI機器學習設計經理(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47134,yourator,sqlite,47134,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PB0563 Market Intelligence Analyst,臺北市,https://www.yourator.co/companies/compal/jobs/47039,yourator,sqlite,47039,面議（經常性薪資達4萬元）,"market: ~NT$60,000-90,000/month for analyst roles in Taipei"
yourator,仁寶電腦工業股份有限公司,PCB Layout Engineer / Signal Integrity Engineer,臺北市,https://www.yourator.co/companies/compal/jobs/47011,yourator,sqlite,47011,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,PD0106 Server Fulfillment OM(Neihu),臺北市,https://www.yourator.co/companies/compal/jobs/46990,yourator,sqlite,46990,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0452 車用產品研發與製造流程之資訊安全管理 工程師/主管(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46988,yourator,sqlite,46988,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0702 SAP BASIS 資深主任工程師(副理級),桃園市,https://www.yourator.co/companies/compal/jobs/46983,yourator,sqlite,46983,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0748 AI數位應用開發工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46978,yourator,sqlite,46978,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0759 轉型應用技術工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46986,yourator,sqlite,46986,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0760 AI 資料科學家_理級(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46996,yourator,sqlite,46996,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0762 資深系統工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47035,yourator,sqlite,47035,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0763 系統工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47034,yourator,sqlite,47034,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0766 DevOps工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/46980,yourator,sqlite,46980,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,PD0767 前端軟體開發工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47020,yourator,sqlite,47020,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SI訊號模擬工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47117,yourator,sqlite,47117,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SQ0206 智慧型裝置事業群-伺服器系統整合驗證工程師(Server System Integration & Validation Engineer),臺北市,https://www.yourator.co/companies/compal/jobs/47104,yourator,sqlite,47104,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,SQ0208 智慧型裝置事業群-伺服器硬體驗證工程師/主任工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47198,yourator,sqlite,47198,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SR0312 智慧型裝置事業群-Thermal Senior Engineer,臺北市,https://www.yourator.co/companies/compal/jobs/47043,yourator,sqlite,47043,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,SR0404 智慧型裝置事業群-專案管理工程師 (PJE),臺北市,https://www.yourator.co/companies/compal/jobs/47240,yourator,sqlite,47240,"NT$ 31,000 - 60,000 (月薪)",market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SR0416智慧型裝置事業群-法規經理/法規專案工程師(智慧醫療產品),臺北市,https://www.yourator.co/companies/compal/jobs/47116,yourator,sqlite,47116,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SR0501 智慧型裝置事業群-醫療產品韌體工程師/課長,臺北市,https://www.yourator.co/companies/compal/jobs/47092,yourator,sqlite,47092,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,SR0702 智慧型裝置事業群-光學硬體工程師,臺北市,https://www.yourator.co/companies/compal/jobs/47178,yourator,sqlite,47178,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,Server MFG Automation and Diag Development & onsite Engineer,桃園市,https://www.yourator.co/companies/compal/jobs/47231,yourator,sqlite,47231,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,"Server MFG Automation, Diag Development & onsite Engineer",桃園市,https://www.yourator.co/companies/compal/jobs/47230,yourator,sqlite,47230,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】NB機構設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47166,yourator,sqlite,47166,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】NB熱流Thermal 工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47161,yourator,sqlite,47161,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】NB軟體應用工程師 (內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47162,yourator,sqlite,47162,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】NB軟體設計工程師-BIOS(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47160,yourator,sqlite,47160,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】NB韌體工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47163,yourator,sqlite,47163,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】PA0306 伺服器機構設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47169,yourator,sqlite,47169,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】SI訊號模擬工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47177,yourator,sqlite,47177,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】伺服器BMC/IPMI 韌體工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47165,yourator,sqlite,47165,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】伺服器DC/DC電源設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47164,yourator,sqlite,47164,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】伺服器熱流Thermal工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47168,yourator,sqlite,47168,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】伺服器硬體設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47172,yourator,sqlite,47172,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】伺服器硬體輔助軟體開發工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47175,yourator,sqlite,47175,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】車用電子功能安全及網絡安全工程師/主任(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47171,yourator,sqlite,47171,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【115年度研發替代役】車用電子硬體設計工程師(內湖),臺北市,https://www.yourator.co/companies/compal/jobs/47176,yourator,sqlite,47176,面議（經常性薪資達4萬元）,market: no benchmark for this role family
yourator,仁寶電腦工業股份有限公司,【仁寶電腦原住民徵才專區】-研發及製造工程師/管理師/主管,臺北市,https://www.yourator.co/companies/compal/jobs/46970,yourator,sqlite,46970,"NT$ 35,000 - 60,000 (月薪)",market: no benchmark for this role family
